Column_Index,Column_Type,Column_End_Level,Timestamp,SMA10,SMA20,ADX,ADX_Check,SMA_Check,Trendline_Break,Higher_High,Trendline_or_HigherHigh,Double_Bottom,Entry_Signal,Timestamp_Readable
693,O,88442.0,1766732400,87741.8,87895.45,7.44,False,False,False,False,False,False,False,2025-12-26 07:00:00
694,X,88967.5,1766754000,87842.6,87899.98,8.57,False,False,False,False,False,False,False,2025-12-26 13:00:00
695,O,86830.0,1766764800,87849.6,87859.5,9.24,False,False,False,False,False,False,False,2025-12-26 16:00:00
696,X,90100.0,1766977200,88119.35,87855.45,9.21,False,False,False,False,False,False,False,2025-12-29 03:00:00
697,O,87352.0,1767009600,88158.75,87821.93,9.18,False,False,False,False,False,False,False,2025-12-29 12:00:00
698,X,87822.5,1767027600,88143.85,87781.77,9.15,False,False,False,False,False,False,False,2025-12-29 17:00:00
699,O,87082.0,1767060000,88112.5,87767.7,8.4,False,False,False,False,False,False,False,2025-12-30 02:00:00
700,X,88975.0,1767106800,88175.2,87825.35,8.86,False,False,False,False,False,False,False,2025-12-30 15:00:00
701,O,87916.5,1767124800,88264.6,87878.9,9.31,False,False,False,False,False,False,False,2025-12-30 20:00:00
702,X,88976.0,1767178800,88246.35,87929.3,10.47,False,False,False,False,False,False,False,2025-12-31 11:00:00
703,O,87635.0,1767196800,88165.65,87953.73,11.17,False,False,False,False,False,False,False,2025-12-31 16:00:00
704,X,90342.5,1767369600,88303.15,88072.88,12.68,False,False,False,False,False,False,False,2026-01-02 16:00:00
705,O,89744.0,1767376800,88594.55,88222.07,14.83,False,False,False,False,False,False,False,2026-01-02 18:00:00
706,X,90300.0,1767405600,88614.55,88366.95,15.85,False,False,False,False,False,False,False,2026-01-03 02:00:00
707,O,89544.0,1767423600,88833.75,88496.25,16.5,False,False,False,False,False,False,False,2026-01-03 07:00:00
708,X,92926.5,1767574800,89344.15,88744.0,19.03,False,False,False,False,False,False,False,2026-01-05 01:00:00
709,O,92333.0,1767589200,89869.25,88990.88,21.58,True,True,False,True,True,False,False,2026-01-05 05:00:00
710,X,94282.0,1767632400,90399.95,89287.57,25.6,True,False,False,False,False,False,False,2026-01-05 17:00:00
711,O,93216.5,1767682800,90929.95,89597.27,29.63,True,True,False,True,True,False,False,2026-01-06 07:00:00
712,X,93809.5,1767697200,91413.3,89829.82,33.65,True,True,True,False,True,False,False,2026-01-06 11:00:00
713,O,91557.0,1767718800,91805.5,89985.57,35.48,True,True,True,False,True,True,True,2026-01-06 17:00:00
714,X,93717.0,1767740400,92142.95,90223.05,36.11,True,True,True,False,True,True,True,2026-01-06 23:00:00
715,O,92420.0,1767747600,92410.55,90502.55,36.73,True,True,True,False,True,False,False,2026-01-07 01:00:00
716,X,92932.0,1767751200,92673.75,90644.15,37.36,True,True,True,False,True,False,False,2026-01-07 02:00:00
717,O,90866.0,1767808800,92805.95,90819.85,36.54,True,True,True,False,True,True,True,2026-01-07 18:00:00
718,X,91338.0,1767826800,92647.1,90995.62,34.33,True,True,True,False,True,True,True,2026-01-07 23:00:00
719,O,89852.5,1767852000,92399.05,91134.15,33.09,True,True,True,False,True,True,True,2026-01-08 06:00:00
720,X,90518.5,1767855600,92022.7,91211.32,31.85,True,True,True,False,True,True,True,2026-01-08 07:00:00
721,O,89988.5,1767862800,91699.9,91314.93,30.97,True,True,True,False,True,False,False,2026-01-08 09:00:00
722,X,91330.0,1767891600,91451.95,91432.62,27.25,True,True,False,True,True,False,False,2026-01-08 17:00:00
723,O,89998.5,1767945600,91296.1,91550.8,23.53,True,True,False,True,True,False,False,2026-01-09 08:00:00
724,X,91599.5,1767974400,91084.35,91613.65,19.53,False,False,False,False,False,False,False,2026-01-09 16:00:00
725,O,90300.0,1767985200,90872.35,91641.45,15.52,False,False,False,False,False,False,False,2026-01-09 19:00:00
726,X,91084.5,1768140000,90687.6,91680.68,11.52,False,False,False,False,False,False,False,2026-01-11 14:00:00
727,O,90492.0,1768168800,90650.2,91728.07,9.94,False,False,False,False,False,False,False,2026-01-11 22:00:00
728,X,92178.5,1768183200,90734.25,91690.68,9.68,False,False,False,False,False,False,False,2026-01-12 02:00:00
729,O,90409.0,1768212000,90789.9,91594.48,9.29,False,False,False,False,False,False,False,2026-01-12 10:00:00
730,X,92087.5,1768233600,90946.8,91484.75,8.9,False,False,False,False,False,False,False,2026-01-12 16:00:00
731,O,91014.5,1768251600,91049.4,91374.65,10.41,False,False,False,False,False,False,False,2026-01-12 21:00:00
732,X,95724.5,1768341600,91488.85,91470.4,14.52,False,False,False,False,False,False,False,2026-01-13 22:00:00
733,O,95206.5,1768348800,92009.65,91652.88,17.66,False,False,False,False,False,False,False,2026-01-14 00:00:00
734,X,95676.0,1768359600,92417.3,91750.82,20.8,True,False,False,False,False,False,False,2026-01-14 03:00:00
735,O,94772.5,1768388400,92864.55,91868.45,23.21,True,True,True,False,True,True,True,2026-01-14 11:00:00
736,X,97241.5,1768406400,93480.25,92083.93,27.34,True,False,False,False,False,False,False,2026-01-14 16:00:00
737,O,96775.0,1768413600,94108.55,92379.38,31.48,True,True,False,True,True,False,False,2026-01-14 18:00:00
738,X,97611.5,1768420800,94651.85,92693.05,35.45,True,False,False,False,False,False,False,2026-01-14 20:00:00
739,O,95953.5,1768446000,95206.3,92998.1,38.16,True,True,False,True,True,True,True,2026-01-15 03:00:00
740,X,97003.0,1768467600,95697.85,93322.32,40.87,True,True,True,False,True,True,True,2026-01-15 09:00:00
741,O,96023.0,1768485600,96198.7,93624.05,43.58,True,True,True,False,True,False,False,2026-01-15 14:00:00
742,X,96739.0,1768489200,96300.15,93894.5,44.96,True,True,True,False,True,False,False,2026-01-15 15:00:00
743,O,95231.0,1768507200,96302.6,94156.12,45.21,True,True,True,False,True,True,True,2026-01-15 20:00:00
744,X,95712.5,1768543200,96306.25,94361.77,45.45,True,True,True,False,True,True,True,2026-01-16 06:00:00
745,O,94546.5,1768575600,96283.65,94574.1,44.7,True,True,True,False,True,True,True,2026-01-16 15:00:00
746,X,95527.5,1768593600,96112.25,94796.25,41.34,True,True,True,False,True,True,True,2026-01-16 20:00:00
747,O,95071.5,1768633200,95941.9,95025.23,37.99,True,True,True,False,True,False,False,2026-01-17 07:00:00
748,X,95539.0,1768662000,95734.65,95193.25,34.66,True,True,False,True,True,False,False,2026-01-17 15:00:00
749,O,94937.5,1768698000,95633.05,95419.68,31.82,True,True,False,True,True,False,False,2026-01-18 01:00:00
750,X,95406.5,1768759200,95473.4,95585.62,28.23,True,True,True,False,True,False,False,2026-01-18 18:00:00
751,O,92526.5,1768788000,95123.75,95661.23,26.41,True,True,True,False,True,True,True,2026-01-19 02:00:00
752,X,93209.0,1768809600,94770.75,95535.45,24.43,True,True,True,False,True,True,True,2026-01-19 08:00:00
753,O,92788.5,1768831200,94526.5,95414.55,23.72,True,True,True,False,True,False,False,2026-01-19 14:00:00
754,X,93273.5,1768838400,94282.6,95294.43,22.89,True,True,False,True,True,False,False,2026-01-19 16:00:00
755,O,88477.0,1768946400,93675.65,94979.65,24.38,True,False,False,False,False,False,False,2026-01-20 22:00:00
756,X,89929.0,1768971600,93115.8,94614.02,25.87,True,False,False,False,False,False,False,2026-01-21 05:00:00
757,O,88765.5,1768993200,92485.2,94213.55,28.64,True,False,False,False,False,False,False,2026-01-21 11:00:00
758,X,90247.0,1769007600,91956.0,93845.32,30.93,True,True,False,True,True,False,False,2026-01-21 15:00:00
759,O,87570.5,1769011200,91219.3,93426.18,34.65,True,False,False,False,False,False,False,2026-01-21 16:00:00
760,X,90330.0,1769022000,90711.65,93092.52,38.25,True,True,False,True,True,True,True,2026-01-21 19:00:00
761,O,89420.5,1769036400,90401.05,92762.4,41.85,True,True,False,True,True,False,False,2026-01-21 23:00:00
762,X,90080.0,1769043600,90088.15,92429.45,45.44,True,True,True,False,True,False,False,2026-01-22 01:00:00
763,O,89064.5,1769090400,89715.75,92121.12,49.4,True,True,True,False,True,True,True,2026-01-22 14:00:00
764,X,89746.0,1769108400,89363.0,91822.8,53.36,True,True,True,False,True,True,True,2026-01-22 19:00:00
765,O,89231.5,1769115600,89438.45,91557.05,55.55,True,True,True,False,True,False,False,2026-01-22 21:00:00
766,X,89902.0,1769130000,89435.75,91275.77,57.41,True,True,False,True,True,False,False,2026-01-23 01:00:00
767,O,88949.0,1769158800,89454.1,90969.65,59.43,True,True,False,True,True,True,True,2026-01-23 09:00:00
768,X,90585.5,1769187600,89487.95,90721.98,60.17,True,True,False,True,True,True,True,2026-01-23 17:00:00
769,O,89310.5,1769202000,89661.95,90440.62,58.59,True,True,False,True,True,False,False,2026-01-23 21:00:00
770,X,89747.5,1769223600,89603.7,90157.68,57.01,True,True,True,False,True,False,False,2026-01-24 03:00:00
771,O,88263.0,1769328000,89487.95,89944.5,56.22,True,True,True,False,True,True,True,2026-01-25 08:00:00
772,X,88761.5,1769342400,89356.1,89722.12,55.91,True,True,True,False,True,True,True,2026-01-25 12:00:00
773,O,86468.5,1769367600,89096.5,89406.12,56.09,True,True,True,False,True,True,True,2026-01-25 19:00:00
774,X,87671.0,1769389200,88889.0,89126.0,56.39,True,True,True,False,True,True,True,2026-01-26 01:00:00
775,O,87242.5,1769396400,88690.1,89064.27,56.69,True,True,True,False,True,False,False,2026-01-26 03:00:00
776,X,88146.5,1769436000,88514.55,88975.15,56.02,True,True,False,True,True,False,False,2026-01-26 14:00:00
777,O,87617.5,1769439600,88381.4,88917.75,55.19,True,True,False,True,True,False,False,2026-01-26 15:00:00
778,X,88371.0,1769450400,88159.95,88823.95,53.9,True,True,False,True,True,False,False,2026-01-26 18:00:00
779,O,87605.0,1769457600,87989.4,88825.68,52.62,True,True,False,True,True,False,False,2026-01-26 20:00:00
780,X,88794.0,1769479200,87894.05,88748.88,50.77,True,True,False,True,True,False,False,2026-01-27 02:00:00
781,O,87720.5,1769522400,87839.8,88663.88,48.77,True,True,False,True,True,False,False,2026-01-27 14:00:00
782,X,88613.0,1769529600,87824.95,88590.52,48.16,True,True,True,False,True,False,False,2026-01-27 16:00:00
783,O,87518.5,1769533200,87929.95,88513.23,47.79,True,True,True,False,True,True,True,2026-01-27 17:00:00
784,X,89365.0,1769544000,88099.35,88494.18,45.82,True,True,False,True,True,True,True,2026-01-27 20:00:00
785,O,88952.0,1769572800,88270.3,88480.2,43.06,True,True,False,True,True,False,False,2026-01-28 04:00:00
786,X,90230.0,1769605200,88478.65,88496.6,39.81,True,True,False,True,True,False,False,2026-01-28 13:00:00
787,O,89452.5,1769612400,88662.15,88521.77,35.63,True,True,False,True,True,False,False,2026-01-28 15:00:00
788,X,90151.5,1769619600,88840.2,88500.07,31.44,True,True,True,False,True,False,False,2026-01-28 17:00:00
789,O,87866.0,1769652000,88866.3,88427.85,28.52,True,True,True,False,True,True,True,2026-01-29 02:00:00
790,X,88280.0,1769659200,88814.9,88354.48,26.58,True,True,True,False,True,True,True,2026-01-29 04:00:00
791,O,83449.5,1769709600,88387.8,88113.8,27.25,True,False,False,False,False,False,False,2026-01-29 18:00:00
792,X,84498.0,1769720400,87976.3,87900.62,28.39,True,False,False,False,False,False,False,2026-01-29 21:00:00
793,O,82137.0,1769738400,87438.15,87684.05,29.92,True,False,False,False,False,False,False,2026-01-30 02:00:00
794,X,82914.5,1769745600,86793.1,87446.23,32.34,True,False,False,False,False,False,False,2026-01-30 04:00:00
795,O,82328.5,1769763600,86130.75,87200.52,34.77,True,False,False,False,False,False,False,2026-01-30 09:00:00
796,X,83112.5,1769770800,85419.0,86948.82,36.88,True,True,False,True,True,False,False,2026-01-30 11:00:00
797,O,82712.5,1769778000,84745.0,86703.57,38.76,True,True,False,True,True,False,False,2026-01-30 13:00:00
798,X,84208.5,1769799600,84150.7,86495.45,40.55,True,True,False,True,True,False,False,2026-01-30 19:00:00
799,O,77715.0,1769886000,83135.6,86000.95,44.16,True,False,False,False,False,False,False,2026-01-31 19:00:00
800,X,78868.5,1769904000,82194.45,85504.68,48.27,True,False,False,False,False,False,False,2026-02-01 00:00:00
801,O,78501.0,1769907600,81699.6,85043.7,52.37,True,False,False,False,False,False,False,2026-02-01 01:00:00
802,X,78864.5,1769911200,81136.25,84556.27,56.47,True,True,True,False,True,False,False,2026-02-01 02:00:00
803,O,78270.0,1769925600,80749.55,84093.85,59.38,True,False,False,False,False,False,False,2026-02-01 06:00:00
804,X,79005.0,1769936400,80358.6,83575.85,62.1,True,True,False,True,True,True,True,2026-02-01 09:00:00
805,O,78248.0,1769940000,79950.55,83040.65,62.21,True,True,False,True,True,False,False,2026-02-01 10:00:00
806,X,78719.5,1769943600,79511.25,82465.12,62.32,True,True,True,False,True,False,False,2026-02-01 11:00:00
807,O,77570.0,1769958000,78997.0,81871.0,62.26,True,True,True,False,True,True,True,2026-02-01 15:00:00
808,X,78003.0,1769968800,78376.45,81263.57,62.21,True,True,True,False,True,True,True,2026-02-01 18:00:00
809,O,76492.0,1769979600,78254.15,80694.88,62.5,True,True,True,False,True,True,True,2026-02-01 21:00:00
810,X,77647.0,1769990400,78132.0,80163.23,63.1,True,True,True,False,True,True,True,2026-02-02 00:00:00
811,O,75458.5,1770008400,77827.75,79763.68,63.98,True,False,False,False,False,False,False,2026-02-02 05:00:00
812,X,78179.5,1770037200,77759.25,79447.75,65.67,True,True,False,True,True,True,True,2026-02-02 13:00:00
813,O,77802.5,1770040800,77712.5,79231.02,65.54,True,True,False,True,True,False,False,2026-02-02 14:00:00
814,X,78944.0,1770051600,77706.4,79032.5,64.21,True,True,False,True,True,False,False,2026-02-02 17:00:00
815,O,77959.0,1770062400,77677.5,78814.02,62.88,True,True,False,True,True,False,False,2026-02-02 20:00:00
816,X,79039.5,1770076800,77709.5,78610.38,61.39,True,True,False,True,True,False,False,2026-02-03 00:00:00
817,O,77782.0,1770084000,77730.7,78363.85,59.95,True,True,False,True,True,True,True,2026-02-03 02:00:00
818,X,78720.0,1770087600,77802.4,78089.43,58.71,True,True,True,False,True,True,True,2026-02-03 03:00:00
819,O,78211.0,1770094800,77974.3,78114.23,57.46,True,True,True,False,True,False,False,2026-02-03 05:00:00
820,X,78757.0,1770102000,78085.3,78108.65,56.13,True,True,False,True,True,False,False,2026-02-03 07:00:00
821,O,77167.0,1770127200,78256.15,78041.95,55.3,True,True,False,True,True,True,True,2026-02-03 14:00:00
822,X,78097.0,1770130800,78247.9,78003.57,54.47,True,True,True,False,True,True,True,2026-02-03 15:00:00
823,O,73114.5,1770141600,77779.1,77745.8,54.79,True,False,False,False,False,False,False,2026-02-03 18:00:00
824,X,76439.0,1770148800,77528.6,77617.5,55.1,True,True,True,False,True,True,True,2026-02-03 20:00:00
825,O,75673.0,1770156000,77300.0,77488.75,55.13,True,True,True,False,True,False,False,2026-02-03 22:00:00
826,X,76392.0,1770166800,77035.25,77372.38,56.03,True,True,True,False,True,False,False,2026-02-04 01:00:00
827,O,75931.0,1770170400,76850.15,77290.43,56.93,True,True,True,False,True,False,False,2026-02-04 02:00:00
828,X,76661.5,1770174000,76644.3,77223.35,58.52,True,True,False,True,True,False,False,2026-02-04 03:00:00
829,O,76263.0,1770181200,76449.5,77211.9,60.1,True,True,False,True,True,False,False,2026-02-04 05:00:00
830,X,76625.0,1770184800,76236.3,77160.8,61.84,True,True,True,False,True,False,False,2026-02-04 06:00:00
831,O,72551.0,1770224400,75774.7,77015.43,64.43,True,False,False,False,False,False,False,2026-02-04 17:00:00
832,X,73902.0,1770231600,75355.2,76801.55,67.02,True,True,True,False,True,True,True,2026-02-04 19:00:00
833,O,72518.0,1770242400,75295.55,76537.32,69.62,True,False,False,False,False,False,False,2026-02-04 22:00:00
834,X,73161.5,1770246000,74967.8,76248.2,72.29,True,True,True,False,True,False,False,2026-02-04 23:00:00
835,O,70701.5,1770267600,74470.65,75885.32,74.51,True,False,False,False,False,False,False,2026-02-05 05:00:00
836,X,71538.5,1770282000,73985.3,75510.27,76.72,True,False,False,False,False,False,False,2026-02-05 09:00:00
837,O,67459.0,1770303600,73138.1,74994.12,77.78,True,False,False,False,False,False,False,2026-02-05 15:00:00
838,X,68270.0,1770307200,72298.95,74471.62,78.84,True,False,False,False,False,False,False,2026-02-05 16:00:00
839,O,63197.0,1770325200,70992.35,73720.93,80.13,True,False,False,False,False,False,False,2026-02-05 21:00:00
840,X,63885.5,1770328800,69718.4,72977.35,81.42,True,False,False,False,False,False,False,2026-02-05 22:00:00
841,O,62885.5,1770332400,68751.85,72263.27,82.72,True,False,False,False,False,False,False,2026-02-05 23:00:00
842,X,65672.0,1770339600,67928.85,71642.02,82.62,True,False,False,False,False,False,False,2026-02-06 01:00:00
843,O,64145.0,1770346800,67091.55,71193.55,82.51,True,False,False,False,False,False,False,2026-02-06 03:00:00
844,X,66370.0,1770354000,66412.4,70690.1,81.69,True,True,False,True,True,False,False,2026-02-06 05:00:00
845,O,64815.0,1770361200,65823.75,70147.2,79.91,True,True,False,True,True,False,False,2026-02-06 07:00:00
846,X,70714.0,1770397200,65741.3,69863.3,74.76,True,True,False,True,True,False,False,2026-02-06 17:00:00
847,O,69732.0,1770400800,65968.6,69553.35,69.61,True,True,False,True,True,False,False,2026-02-06 18:00:00
848,X,70683.5,1770404400,66209.95,69254.45,64.46,True,True,True,False,True,False,False,2026-02-06 19:00:00
849,O,69945.5,1770408000,66884.8,68938.57,59.02,True,True,True,False,True,False,False,2026-02-06 20:00:00
850,X,71329.0,1770415200,67629.15,68673.77,53.14,True,False,False,False,False,False,False,2026-02-06 22:00:00
851,O,69924.5,1770422400,68333.05,68542.45,46.95,True,True,False,True,True,False,False,2026-02-07 00:00:00
852,X,70887.5,1770433200,68854.6,68391.73,40.76,True,True,True,False,True,False,False,2026-02-07 03:00:00
853,O,68067.0,1770447600,69246.8,68169.18,35.51,True,True,True,False,True,True,True,2026-02-07 07:00:00
854,X,68466.0,1770451200,69456.4,67934.4,30.25,True,True,True,False,True,True,True,2026-02-07 08:00:00
855,O,67964.5,1770458400,69771.35,67797.55,25.05,True,True,True,False,True,True,True,2026-02-07 10:00:00
856,X,68996.0,1770465600,69599.55,67670.43,21.3,True,True,False,True,True,True,True,2026-02-07 12:00:00
857,O,68622.0,1770472800,69488.55,67728.57,17.54,False,False,False,False,False,False,False,2026-02-07 14:00:00
858,X,69603.5,1770494400,69380.55,67795.25,13.93,False,False,False,False,False,False,False,2026-02-07 20:00:00
859,O,69106.5,1770508800,69296.65,68090.73,10.33,False,False,False,False,False,False,False,2026-02-08 00:00:00
860,X,70632.0,1770537600,69226.95,68428.05,10.17,False,False,False,False,False,False,False,2026-02-08 08:00:00
861,O,70073.5,1770541200,69241.85,68787.45,10.01,False,False,False,False,False,False,False,2026-02-08 09:00:00
862,X,71479.5,1770555600,69301.05,69077.82,10.53,False,False,False,False,False,False,False,2026-02-08 13:00:00
863,O,70396.5,1770566400,69534.0,69390.4,11.06,False,False,False,False,False,False,False,2026-02-08 16:00:00
864,X,71384.5,1770577200,69825.85,69641.12,12.03,False,False,False,False,False,False,False,2026-02-08 19:00:00
865,O,70685.5,1770584400,70097.95,69934.65,12.98,False,False,False,False,False,False,False,2026-02-08 21:00:00
866,X,71027.0,1770588000,70301.05,69950.3,13.94,False,False,False,False,False,False,False,2026-02-08 22:00:00
867,O,70295.0,1770591600,70468.35,69978.45,13.19,False,False,False,False,False,False,False,2026-02-08 23:00:00
868,X,71277.0,1770606000,70635.7,70008.12,12.71,False,False,False,False,False,False,False,2026-02-09 03:00:00
869,O,68700.5,1770631200,70595.1,69945.88,12.15,False,False,False,False,False,False,False,2026-02-09 10:00:00
870,X,69116.0,1770638400,70443.5,69835.23,12.08,False,False,False,False,False,False,False,2026-02-09 12:00:00
871,O,68563.0,1770642000,70292.45,69767.15,12.14,False,False,False,False,False,False,False,2026-02-09 13:00:00
872,X,70920.5,1770663600,70236.55,69768.8,12.64,False,False,False,False,False,False,False,2026-02-09 19:00:00
873,O,69800.0,1770681600,70176.9,69855.45,13.14,False,False,False,False,False,False,False,2026-02-10 00:00:00
874,X,70461.5,1770685200,70084.6,69955.23,13.55,False,False,False,False,False,False,False,2026-02-10 01:00:00
875,O,69479.5,1770692400,69964.0,70030.98,13.56,False,False,False,False,False,False,False,2026-02-10 03:00:00
876,X,69807.0,1770696000,69842.0,70071.52,12.88,False,False,False,False,False,False,False,2026-02-10 04:00:00
877,O,68497.0,1770721200,69662.2,70065.27,12.35,False,False,False,False,False,False,False,2026-02-10 11:00:00
878,X,68988.0,1770728400,69433.3,70034.5,11.82,False,False,False,False,False,False,False,2026-02-10 13:00:00
879,O,68433.0,1770732000,69406.55,70000.82,11.36,False,False,False,False,False,False,False,2026-02-10 14:00:00
880,X,69893.0,1770742800,69484.25,69963.88,10.6,False,False,False,False,False,False,False,2026-02-10 17:00:00
881,O,68719.0,1770753600,69499.85,69896.15,10.39,False,False,False,False,False,False,False,2026-02-10 20:00:00
882,X,69168.0,1770768000,69324.6,69780.57,9.89,False,False,False,False,False,False,False,2026-02-11 00:00:00
883,O,66512.5,1770804000,68995.85,69586.38,10.91,False,False,False,False,False,False,False,2026-02-11 10:00:00
884,X,67430.5,1770814800,68692.75,69388.68,11.92,False,False,False,False,False,False,False,2026-02-11 13:00:00
885,O,66023.0,1770825600,68347.1,69155.55,13.17,False,False,False,False,False,False,False,2026-02-11 16:00:00
886,X,67787.5,1770843600,68145.15,68993.57,14.04,False,False,False,False,False,False,False,2026-02-11 21:00:00
887,O,67079.5,1770850800,68003.4,68832.8,14.91,False,False,False,False,False,False,False,2026-02-11 23:00:00
888,X,67675.5,1770858000,67872.15,68652.73,15.78,False,False,False,False,False,False,False,2026-02-12 01:00:00
889,O,66996.0,1770868800,67728.45,68567.5,17.14,False,False,False,False,False,False,False,2026-02-12 04:00:00
890,X,68346.0,1770901200,67573.75,68529.0,17.42,False,False,False,False,False,False,False,2026-02-12 13:00:00
891,O,65390.0,1770915600,67240.85,68370.35,19.05,False,False,False,False,False,False,False,2026-02-12 17:00:00
892,X,65767.0,1770922800,66900.75,68112.68,20.69,True,True,True,False,True,True,True,2026-02-12 19:00:00
893,O,65387.0,1770926400,66788.2,67892.02,22.25,True,True,True,False,True,False,False,2026-02-12 20:00:00
894,X,66269.0,1770933600,66672.05,67682.4,23.31,True,True,False,True,True,False,False,2026-02-12 22:00:00
895,O,65887.5,1770940800,66658.5,67502.8,24.37,True,True,False,True,True,False,False,2026-02-13 00:00:00
896,X,66634.0,1770948000,66543.15,67344.15,24.86,True,True,False,True,True,False,False,2026-02-13 02:00:00
897,O,66158.0,1770958800,66451.0,67227.2,23.87,True,True,False,True,True,False,False,2026-02-13 05:00:00
898,X,69094.0,1771005600,66592.85,67232.5,23.8,True,True,False,True,True,False,False,2026-02-13 18:00:00
899,O,68757.5,1771012800,66769.0,67248.73,23.34,True,True,False,True,True,False,False,2026-02-13 20:00:00
900,X,69071.5,1771027200,66841.55,67207.65,23.39,True,True,True,False,True,False,False,2026-02-14 00:00:00
901,O,68745.5,1771045200,67177.1,67208.98,23.43,True,True,True,False,True,False,False,2026-02-14 05:00:00
902,X,70472.5,1771066800,67647.65,67274.2,24.57,True,False,False,False,False,False,False,2026-02-14 11:00:00
903,O,69436.5,1771074000,68052.6,67420.4,25.62,True,True,False,True,True,False,False,2026-02-14 13:00:00
904,X,69994.5,1771099200,68425.15,67548.6,27.75,True,True,True,False,True,False,False,2026-02-14 20:00:00
905,O,69457.0,1771120800,68782.1,67720.3,28.39,True,True,True,False,True,False,False,2026-02-15 02:00:00
906,X,70790.5,1771138800,69197.75,67870.45,29.6,True,True,False,True,True,False,False,2026-02-15 07:00:00
907,O,68270.0,1771182000,69408.95,67929.98,28.89,True,True,False,True,True,True,True,2026-02-15 19:00:00
908,X,68950.0,1771192800,69394.55,67993.7,28.98,True,True,True,False,True,True,True,2026-02-15 22:00:00
909,O,68295.0,1771207200,69348.3,68058.65,29.07,True,True,True,False,True,False,False,2026-02-16 02:00:00
910,X,68841.0,1771214400,69325.25,68083.4,29.73,True,True,True,False,True,False,False,2026-02-16 04:00:00
911,O,68357.5,1771218000,69286.45,68231.77,30.39,True,True,True,False,True,False,False,2026-02-16 05:00:00
912,X,69745.5,1771243200,69213.75,68430.7,31.06,True,True,False,True,True,False,False,2026-02-16 12:00:00
913,O,67513.0,1771254000,69021.4,68537.0,30.35,True,True,False,True,True,True,True,2026-02-16 15:00:00
914,X,68841.5,1771275600,68906.1,68665.62,29.65,True,True,True,False,True,True,True,2026-02-16 21:00:00
915,O,66854.0,1771336800,68645.8,68713.95,28.01,True,True,True,False,True,True,True,2026-02-17 14:00:00
916,X,68069.5,1771351200,68373.7,68785.73,25.27,True,True,True,False,True,True,True,2026-02-17 18:00:00
917,O,67144.5,1771376400,68261.15,68835.05,22.53,True,True,True,False,True,False,False,2026-02-18 01:00:00
918,X,68084.5,1771398000,68174.6,68784.57,19.82,False,False,False,False,False,False,False,2026-02-18 07:00:00
919,O,67209.5,1771419600,68066.05,68707.18,17.1,False,False,False,False,False,False,False,2026-02-18 13:00:00
920,X,67678.5,1771426800,67949.8,68637.52,13.8,False,False,False,False,False,False,False,2026-02-18 15:00:00
921,O,66141.5,1771441200,67728.2,68507.32,13.67,False,False,False,False,False,False,False,2026-02-18 19:00:00
922,X,67131.0,1771480800,67466.75,68340.25,13.53,False,False,False,False,False,False,False,2026-02-19 06:00:00
923,O,65885.0,1771506000,67303.95,68162.68,13.72,False,False,False,False,False,False,False,2026-02-19 13:00:00
924,X,68181.5,1771578000,67237.95,68072.02,12.2,False,False,False,False,False,False,False,2026-02-20 09:00:00
925,O,66791.0,1771592400,67231.65,67938.73,10.67,False,False,False,False,False,False,False,2026-02-20 13:00:00
926,X,68067.0,1771624800,67231.4,67802.55,8.23,False,False,False,False,False,False,False,2026-02-20 22:00:00
927,O,67643.0,1771642800,67281.25,67771.2,7.16,False,False,False,False,False,False,False,2026-02-21 03:00:00
928,X,68577.5,1771686000,67330.55,67752.57,6.93,False,False,False,False,False,False,False,2026-02-21 15:00:00
929,O,64393.0,1771808400,67048.9,67557.48,9.46,False,False,False,False,False,False,False,2026-02-23 01:00:00
930,X,66381.0,1771837200,66919.15,67434.48,11.99,False,False,False,False,False,False,False,2026-02-23 09:00:00
931,O,64279.5,1771873200,66732.95,67230.57,14.59,False,False,False,False,False,False,False,2026-02-23 19:00:00
932,X,64917.0,1771891200,66511.55,66989.15,17.18,False,False,False,False,False,False,False,2026-02-24 00:00:00
933,O,63073.5,1771909200,66230.4,66767.18,20.54,True,False,False,False,False,False,False,2026-02-24 05:00:00
934,X,63363.0,1771920000,65748.55,66493.25,23.91,True,False,False,False,False,False,False,2026-02-24 08:00:00
935,O,62941.5,1771934400,65363.6,66297.62,26.12,True,False,False,False,False,False,False,2026-02-24 12:00:00
936,X,64401.0,1771956000,64997.0,66114.2,26.61,True,True,False,True,True,True,True,2026-02-24 18:00:00
937,O,64016.0,1771966800,64634.3,65957.77,26.77,True,True,False,True,True,False,False,2026-02-24 21:00:00
938,X,65867.5,1771981200,64363.3,65846.93,26.77,True,True,False,True,True,False,False,2026-02-25 01:00:00
939,O,64854.5,1771995600,64409.45,65729.18,26.76,True,True,False,True,True,False,False,2026-02-25 05:00:00
940,X,69299.5,1772042400,64701.3,65810.23,29.24,True,False,False,False,False,False,False,2026-02-25 18:00:00
941,O,67958.5,1772060400,65069.2,65901.07,31.71,True,False,False,False,False,False,False,2026-02-25 23:00:00
942,X,68539.5,1772078400,65431.45,65971.5,33.35,True,False,False,False,False,False,False,2026-02-26 04:00:00
943,O,67806.0,1772089200,65904.7,66067.55,32.99,True,True,True,False,True,True,True,2026-02-26 07:00:00
944,X,68560.0,1772096400,66424.4,66086.48,32.64,True,False,False,False,False,False,False,2026-02-26 09:00:00
