REAL DELTA FILLS-BASED REPORT: 2026-08-21 to 2026-09-26 (UTC)

=== DATE: 2026-08-21 ===

S4 | BT trades: 7 | LIVE trades: 5
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
| short | 04:30/77423 vs 04:30/77413.0 | 05:00/77515 vs 05:00/77540.5 | 14s | 25s | $-3.55 | ENTRY_DELAY,EXIT_DELAY |
| long | 05:00/77561 vs 05:00/77546.0 | 06:30/77561 vs 06:30/77500.0 | 34s | 6s | $-4.6 | ENTRY_DELAY,EXIT_DELAY |
| short | 06:30/77561 vs 06:30/77486.0 | 11:00/76687 vs 11:30/76462.0 | 14s | 1825s | $15.0 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 11:00/76687 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 12:00/76595 vs 12:00/76785.5 | 13:00/76825 vs 13:00/76604.5 | 5s | 9s | $-41.1 | EXIT_DELAY,SLIPPAGE |
| short | 13:00/76733 vs 13:00/76623.0 | 13:30/76687 vs 13:30/76797.765 | 18s | 6s | $-22.08 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 13:30/76733 vs 13:30/76810.26 | 15:00/77147 vs 15:00/77027.5 | 14s | 6s | $-19.68 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 15:00/77147 vs 15:00/76961.0 | 16:00/77147 vs 16:00/77253.0 | 14s | 12s | $-29.2 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 16:00/77239 vs 16:00/77243.0 | 17:00/77285 vs 17:00/77173.0 | 22s | 11s | $-11.6 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 17:00/77285 vs 17:00/77209.0 | 18:00/77239 vs 18:00/77361.0 | 20s | 6s | $-19.8 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 18:00/77331 vs 18:00/77358.0 | 19:30/77239 vs 19:30/77114.0 | 16s | 4s | $-15.2 | ENTRY_DELAY,SLIPPAGE |
| short | 19:30/77239 vs 19:30/77094.5 | 20:00/77239 vs 20:00/77300.5 | 13s | 14s | $-20.6 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 20:00/77285 vs 20:00/77326.0 | 22:30/77193 vs 22:30/76998.5 | 22s | 8s | $-23.55 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 22:30/77193 vs 22:30/77003.5 | 23:30/77101 vs 23:30/77171.16 | 17s | 8s | $-25.97 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 23:30/77147 vs 23:30/77175.16 | 00:30/77147 vs 00:30/76987.5 | 17s | 25s | $-18.77 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

=== DATE: 2026-09-03 ===

S4 | BT trades: 5 | LIVE trades: 5
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 08:00/77607 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 12:00/77883 vs 12:00/77912.63 | 18:00/81149 vs 18:00/81027.5 | 15s | 9s | $-15.11 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 18:00/81149 vs 18:00/80990.5 | 20:00/81149 vs 20:00/81625.5 | 17s | 25s | $-63.5 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 20:00/81241 vs 20:00/81604.0 | 22:00/81609 vs 22:00/81582.0 | 32s | 10s | $-39.0 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 22:00/81609 vs 22:00/81582.0 | 06:00/80965 vs 06:00/80967.5 | 16s | 14s | $-2.95 | ENTRY_DELAY,EXIT_DELAY |
| short | NO_BT_SIGNAL vs 00:12/77191.5 | - | - | - | - | UNMATCHED_LV_TRADE |

S4V2 | BT trades: 19 | LIVE trades: 19
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 00:30/77101 vs 00:30/76994.0 | 01:30/77101 vs 01:30/77440.5 | 35s | 5s | $-44.65 | ENTRY_DELAY,SLIPPAGE |
| long | 01:30/77101 vs 01:30/77455.0 | 02:00/77285 vs 02:00/77326.0 | 15s | 9s | $-31.3 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 02:30/77423 vs 02:30/77572.5 | 04:00/77653 vs 04:00/77690.0 | 5s | 11s | $-11.25 | EXIT_DELAY,SLIPPAGE |
| short | 04:00/77653 vs 04:00/77690.0 | 05:00/77699 vs 05:00/77761.22 | 21s | 5s | $-2.52 | ENTRY_DELAY |
| long | 05:00/77791 vs 05:00/77761.05 | 05:30/77653 vs 05:30/77142.0 | 15s | 7s | $-48.11 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 05:30/77653 vs 05:30/77188.0 | 06:00/77285 vs 06:00/77741.0 | 17s | 11s | $-92.1 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 06:00/77331 vs 06:00/77745.0 | 08:00/77745 vs 08:00/77654.0 | 22s | 8s | $-50.5 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 08:00/77745 vs 08:00/77672.0 | 08:30/77745 vs 08:30/77970.0 | 18s | 4s | $-29.8 | ENTRY_DELAY,SLIPPAGE |
| long | 08:30/77837 vs 08:30/77964.26 | 09:00/77837 vs 09:00/77803.0 | 14s | 25s | $-16.13 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 09:00/77837 vs 09:00/77787.0 | 11:00/77745 vs 11:00/77725.1 | 36s | 4s | $-3.01 | ENTRY_DELAY |
| long | 11:30/77791 vs 11:30/77915.12 | 13:30/78481 vs 13:30/78468.5 | 4s | 7s | $-13.66 | EXIT_DELAY,SLIPPAGE |
| short | 13:30/78481 vs 13:30/78477.5 | 14:00/78573 vs 14:00/78772.0 | 18s | 7s | $-20.25 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 14:00/78711 vs 14:00/78741.5 | 16:30/81149 vs 16:30/80761.5 | 17s | 5s | $-41.8 | ENTRY_DELAY,SLIPPAGE |
| short | 16:30/81149 vs 16:30/80764.5 | 17:00/80873 vs 17:00/80931.5 | 15s | 7s | $-44.3 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 17:00/80965 vs 17:00/80938.0 | 20:30/81563 vs 20:30/81515.945 | 18s | 5s | $-2.01 | ENTRY_DELAY |
| short | 20:30/81563 vs 20:30/81522.0 | 21:30/81609 vs 21:30/81777.5 | 15s | 7s | $-20.95 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 21:30/81747 vs 21:30/81873.0 | 22:00/81609 vs 22:00/81561.5 | 18s | 5s | $-17.35 | ENTRY_DELAY,SLIPPAGE |
| short | 22:00/81609 vs 22:00/81582.0 | 23:30/81241 vs 23:30/81216.5 | 14s | 8s | $-0.25 | ENTRY_DELAY,EXIT_DELAY |
| long | 23:30/81287 vs 23:30/81211.62 | 00:30/81149 vs 00:30/81131.5 | 19s | 5s | $5.79 | ENTRY_DELAY,SLIPPAGE |

=== DATE: 2026-09-04 ===

S4 | BT trades: 5 | LIVE trades: 5
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 06:00/80965 vs 06:00/80957.0 | 08:00/80827 vs 08:00/80667.0 | 20s | 12s | $-15.2 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 08:00/80689 vs 08:00/80667.0 | 10:00/80735 vs 10:00/81026.0 | 19s | 7s | $-31.3 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 10:00/80735 vs 10:00/81025.0 | 14:00/81057 vs 14:00/79329.5 | 15s | 6s | $-201.75 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 14:00/81057 vs 14:00/79391.0 | 18:00/79447 vs 18:00/79457.5 | 12s | 8s | $-167.65 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 18:00/79447 vs 18:00/79462.5 | 22:00/79585 vs 22:00/79650.5 | 15s | 41s | $5.0 | ENTRY_DELAY,EXIT_DELAY |

S4V2 | BT trades: 16 | LIVE trades: 3
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 00:30/81103 vs 00:30/81128.0 | 02:00/80965 vs 02:00/80938.5 | 16s | 12s | $5.15 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 02:00/80965 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 02:30/80781 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 03:00/80827 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 05:00/81011 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 08:00/80735 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 08:30/80735 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 11:00/81103 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 13:00/81149 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 15:30/79033 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 17:30/79493 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 19:30/79631 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 21:00/79631 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 21:30/79769 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 22:00/79631 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 00:00/79585 vs 00:00/79627.5 | 06:30/79631 vs 06:30/79620.0 | 5s | 13s | $5.35 | EXIT_DELAY,SLIPPAGE |
| long | NO_BT_SIGNAL vs 02:00/80931.5 | - | - | - | - | UNMATCHED_LV_TRADE |
| short | NO_BT_SIGNAL vs 05:55/80853.5 | - | - | - | - | UNMATCHED_LV_TRADE |

=== DATE: 2026-09-05 ===

S4 | BT trades: 7 | LIVE trades: 5
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 02:00/79539 vs 00:00/79627.5 | 08:00/79677 vs 07:54/79699.3 | -7190s | -351s | $6.62 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 08:00/79677 vs 07:54/79699.3 | 10:00/79585 vs 10:00/79607.0 | -344s | 8s | $-0.03 | ENTRY_DELAY,EXIT_DELAY |
| short | 10:00/79585 vs 10:00/79607.0 | 16:00/79769 vs 16:00/79767.0 | 12s | 9s | $2.4 | ENTRY_DELAY,EXIT_DELAY |
| long | 16:00/79769 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 20:00/79907 vs 20:00/79749.0 | 22:00/79861 vs 22:00/79907.08 | 10s | 7s | $-20.41 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 22:00/79907 vs 22:00/79892.58 | 00:00/79769 vs 00:00/79804.5 | 15s | 19s | $4.99 | ENTRY_DELAY,EXIT_DELAY |
| short | 00:00/79769 vs 00:00/79804.5 | 02:00/79953 vs 01:59/79923.515 | 24s | -58s | $6.5 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

S4V2 | BT trades: 5 | LIVE trades: 6
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 07:30/79677 vs 07:30/79693.5 | 14:00/79539 vs 14:00/79603.5 | 8s | 5s | $4.8 | ENTRY_DELAY |
| short | 14:00/79539 vs 14:00/79605.0 | 14:30/79677 vs 14:30/79700.425 | 15s | 7s | $4.26 | ENTRY_DELAY,EXIT_DELAY |
| long | 14:30/79677 vs 14:30/79702.93 | 18:30/79907 vs 18:30/79934.5 | 19s | 5s | $0.16 | ENTRY_DELAY |
| short | 18:30/79907 vs 18:30/79934.5 | 21:30/79861 vs 21:30/79834.78 | 12s | 9s | $5.37 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 23:00/79723 vs 23:00/79765.0 | 00:30/79861 vs 00:30/79905.5 | 9s | 25s | $-0.25 | ENTRY_DELAY,EXIT_DELAY |

=== DATE: 2026-09-06 ===

S4 | BT trades: 5 | LIVE trades: 6
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 02:00/79953 vs 01:59/79927.78 | 08:00/79861 vs 08:00/79784.5 | -42s | 7s | $-5.13 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 08:00/79861 vs 08:00/79784.5 | 12:00/79907 vs 12:00/79895.66 | 14s | 11s | $-6.52 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 12:00/79907 vs 12:00/79895.66 | 16:00/79723 vs 16:00/79686.5 | 19s | 13s | $-2.52 | ENTRY_DELAY,EXIT_DELAY |
| short | 16:00/79723 vs 16:00/79691.5 | 22:00/79907 vs 22:00/79880.0 | 19s | 24s | $-0.45 | ENTRY_DELAY,EXIT_DELAY |
| long | 22:00/79907 vs 22:00/79881.5 | 02:00/80137 vs 02:00/79902.5 | 31s | 6s | $-20.9 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

S4V2 | BT trades: 12 | LIVE trades: 12
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 00:30/79907 vs 00:30/79893.5 | 04:30/79861 vs 04:30/79909.5 | 35s | 7s | $6.2 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 04:30/79861 vs 04:30/79913.5 | 06:00/79999 vs 06:00/79963.575 | 19s | 5s | $8.79 | ENTRY_DELAY,SLIPPAGE |
| long | 06:00/79999 vs 06:00/79957.57 | 06:30/79861 vs 06:30/79798.0 | 16s | 5s | $-2.16 | ENTRY_DELAY |
| short | 06:30/79861 vs 06:30/79780.5 | 09:30/79907 vs 09:30/79953.775 | 15s | 5s | $-12.73 | ENTRY_DELAY,SLIPPAGE |
| long | 09:30/79953 vs 09:30/79958.27 | 10:00/79815 vs 10:00/79867.0 | 15s | 9s | $4.67 | ENTRY_DELAY,EXIT_DELAY |
| short | 10:00/79815 vs 10:00/79886.0 | 10:30/79953 vs 10:30/79959.54 | 21s | 10s | $6.45 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 10:30/79953 vs 10:30/79971.02 | 13:30/79815 vs 13:30/79784.5 | 19s | 5s | $-4.85 | ENTRY_DELAY |
| short | 13:30/79815 vs 13:30/79788.5 | 16:00/79677 vs 16:00/79689.205 | 15s | 6s | $-3.87 | ENTRY_DELAY,EXIT_DELAY |
| long | 16:00/79723 vs 16:00/79693.93 | 20:00/79769 vs 20:00/79814.0 | 18s | 12s | $7.41 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 20:30/79907 vs 20:30/79909.76 | 22:30/79769 vs 22:30/79803.0 | 9s | 26s | $3.12 | ENTRY_DELAY,EXIT_DELAY |
| short | 22:30/79769 vs 22:30/79799.0 | 23:00/79907 vs 23:00/80035.5 | 37s | 8s | $-9.85 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 23:00/79907 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | NO_BT_SIGNAL vs 23:00/79986.5 | - | - | - | - | UNMATCHED_LV_TRADE |

=== DATE: 2026-09-07 ===

S4 | BT trades: 5 | LIVE trades: 5
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 02:00/80137 vs 02:00/79902.5 | 06:00/79723 vs 06:00/79731.77 | 13s | 13s | $-24.33 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 06:00/79723 vs 06:00/79727.77 | 08:00/79631 vs 08:00/79371.0 | 19s | 7s | $-26.48 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 08:00/79539 vs 08:00/79371.0 | 18:00/78941 vs 18:00/79222.485 | 14s | 7s | $-44.95 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 18:00/78941 vs 18:00/79237.5 | 22:00/79171 vs 22:00/79145.0 | 13s | 14s | $-32.25 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 22:00/79171 vs 22:00/79145.0 | 02:00/79263 vs 02:00/79426.99 | 22s | 8s | $-19.0 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

S4V2 | BT trades: 11 | LIVE trades: 8
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 00:30/80137 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 03:00/79907 vs 03:00/79829.5 | 05:00/79723 vs 05:00/79687.085 | 5s | 8s | $-4.16 | EXIT_DELAY |
| long | 05:00/79723 vs 05:00/79687.09 | 06:30/79677 vs 06:30/79691.0 | 19s | 8s | $4.99 | ENTRY_DELAY,EXIT_DELAY |
| short | 07:00/79631 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 11:30/79447 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 14:00/79355 vs 14:00/79341.0 | 15:00/79171 vs 15:00/79164.03 | 21s | 7s | $-0.7 | ENTRY_DELAY,EXIT_DELAY |
| long | 15:00/79171 vs 15:00/79159.5 | 15:30/79033 vs 15:30/78988.5 | 18s | 6s | $-3.3 | ENTRY_DELAY,EXIT_DELAY |
| short | 15:30/78987 vs 15:30/78988.0 | 17:00/78941 vs 17:01/79002.52 | 16s | 118s | $-6.05 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 17:00/78941 vs 17:02/79002.52 | 20:30/79171 vs 20:30/79195.0 | 131s | 4s | $-3.75 | ENTRY_DELAY |
| short | 22:30/79125 vs 22:30/79059.87 | 00:00/79079 vs 00:00/79077.03 | 8s | 5s | $-6.32 | ENTRY_DELAY,SLIPPAGE |
| long | 00:00/79125 vs 00:00/79091.53 | 00:30/78987 vs 00:32/79014.0 | 14s | 120s | $6.05 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | NO_BT_SIGNAL vs 07:00/79625.0 | - | - | - | - | UNMATCHED_LV_TRADE |

=== DATE: 2026-09-08 ===

S4 | BT trades: 6 | LIVE trades: 6
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 02:00/79263 vs 02:00/79427.01 | 04:00/79309 vs 04:00/78885.0 | 16s | 12s | $-58.8 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 04:00/79309 vs 04:00/78885.0 | 10:00/78619 vs 10:00/78734.36 | 18s | 7s | $-53.94 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 10:00/78619 vs 10:00/78734.54 | 12:00/78619 vs 12:00/78365.0 | 15s | 43s | $-36.95 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 12:00/78527 vs 12:00/78353.5 | 16:00/78113 vs 16:00/78846.445 | 51s | 9s | $-90.69 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 16:00/78113 vs 16:00/78807.41 | 18:00/78757 vs 18:00/78481.5 | 16s | 6s | $-96.99 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 18:00/78757 vs 18:00/78477.5 | 02:00/78573 vs 03:05/78652.14 | 13s | 3913s | $-35.86 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

S4V2 | BT trades: 18 | LIVE trades: 19
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 00:30/78987 vs 00:32/79039.5 | 01:00/79079 vs 01:00/79281.16 | 132s | 10s | $-14.97 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 01:00/79079 vs 01:00/79277.16 | 02:30/79263 vs 02:30/79238.5 | 20s | 7s | $-22.27 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 02:30/79217 vs 02:30/79238.5 | 04:00/78895 vs 04:00/78887.945 | 22s | 9s | $2.86 | ENTRY_DELAY,EXIT_DELAY |
| short | 04:30/78757 vs 04:30/78804.0 | 05:30/78803 vs 05:30/78808.665 | 15s | 6s | $4.13 | ENTRY_DELAY,EXIT_DELAY |
| long | 05:30/78803 vs 05:30/78793.16 | 06:00/78665 vs 06:00/78559.0 | 18s | 9s | $-9.62 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 06:00/78619 vs 06:00/78553.0 | 07:30/78435 vs 07:30/78461.0 | 20s | 9s | $-9.2 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 07:30/78435 vs 07:30/78451.5 | 11:00/78665 vs 11:00/78557.0 | 20s | 7s | $-12.45 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 11:00/78573 vs 11:00/78546.5 | 14:30/78113 vs 14:30/78337.12 | 18s | 7s | $-25.06 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 14:30/78113 vs 14:30/78293.87 | 15:30/78389 vs 15:30/78439.365 | 17s | 4s | $-13.05 | ENTRY_DELAY,SLIPPAGE |
| long | 16:00/78527 vs 16:00/78853.93 | 16:30/78757 vs 16:30/78597.5 | 5s | 38s | $-48.64 | EXIT_DELAY,SLIPPAGE |
| short | 16:30/78757 vs 16:30/78598.5 | 17:00/78711 vs 17:00/78723.65 | 50s | 7s | $-17.11 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 17:30/78573 vs 17:30/78574.0 | 18:30/78619 vs 18:30/78730.625 | 6s | 23s | $-11.06 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 18:30/78665 vs 18:30/78718.62 | 19:00/78573 vs 19:00/78435.11 | 35s | 8s | $-19.15 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 19:00/78573 vs 19:00/78441.5 | 20:30/78527 vs 20:30/78566.0 | 18s | 8s | $-17.05 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 20:30/78573 vs 20:30/78554.0 | 21:00/78435 vs 21:00/78466.0 | 18s | 20s | $5.0 | ENTRY_DELAY,EXIT_DELAY |
| short | 21:00/78435 vs 21:00/78473.0 | 23:00/78573 vs 23:00/78542.0 | 31s | 7s | $6.9 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 23:00/78573 vs 23:00/78542.0 | 23:30/78435 vs 23:30/78437.0 | 18s | 26s | $3.3 | ENTRY_DELAY,EXIT_DELAY |
| short | 23:30/78435 vs 23:30/78431.48 | 00:30/78573 vs 00:30/78611.64 | 36s | 6s | $-4.22 | ENTRY_DELAY,EXIT_DELAY |

=== DATE: 2026-09-09 ===

S4 | BT trades: 9 | LIVE trades: 5
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 02:00/78619 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 04:00/78757 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 06:00/78757 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 10:00/79079 vs 10:00/78936.5 | 12:00/79033 vs 12:00/79359.5 | 8s | 13s | $-46.9 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 12:00/79079 vs 12:00/79345.59 | 14:00/79171 vs 14:00/79083.0 | 19s | 17s | $-35.46 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 14:00/79171 vs 14:00/79108.5 | 18:00/78757 vs 18:00/78763.0 | 24s | 8s | $-6.85 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 18:00/78757 vs 18:00/78774.7 | 20:00/78619 vs 20:00/78211.5 | 14s | 12s | $-42.52 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 20:00/78527 vs 20:00/78216.5 | 00:00/78297 vs 00:00/78263.0 | 19s | 8s | $-27.65 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 00:00/78297 vs 00:00/78263.0 | 02:00/78159 vs 02:00/78044.975 | 14s | 38s | $-8.0 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

S4V2 | BT trades: 16 | LIVE trades: 16
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 00:30/78573 vs 00:30/78616.14 | 03:00/78711 vs 03:00/78700.0 | 17s | 8s | $-5.41 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 03:00/78665 vs 03:00/78700.0 | 04:30/78711 vs 04:30/78868.68 | 21s | 8s | $-12.27 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 04:30/78757 vs 04:30/78857.21 | 06:00/78987 vs 06:00/79100.0 | 17s | 5s | $1.28 | ENTRY_DELAY |
| short | 06:00/78987 vs 06:00/79100.0 | 06:30/79033 vs 06:30/79176.105 | 17s | 20s | $-3.01 | ENTRY_DELAY,EXIT_DELAY |
| long | 06:30/79125 vs 06:30/79205.18 | 09:30/79493 vs 09:30/79397.5 | 31s | 5s | $-17.57 | ENTRY_DELAY,SLIPPAGE |
| short | 09:30/79493 vs 09:30/79393.0 | 10:30/79079 vs 10:30/79057.0 | 16s | 5s | $-7.8 | ENTRY_DELAY,SLIPPAGE |
| short | 11:00/78941 vs 11:00/78888.5 | 11:30/78987 vs 11:30/78964.5 | 5s | 7s | $-3.0 | EXIT_DELAY |
| long | 11:30/78987 vs 11:30/78956.0 | 14:00/79447 vs 14:00/79051.0 | 17s | 9s | $-36.5 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 14:00/79447 vs 14:00/79089.5 | 14:30/79217 vs 14:30/79222.8 | 20s | 5s | $-36.33 | ENTRY_DELAY,SLIPPAGE |
| long | 14:30/79263 vs 14:30/79231.81 | 15:00/79125 vs 15:00/78953.5 | 15s | 7s | $-14.03 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 15:00/79125 vs 15:00/79005.0 | 16:00/78527 vs 16:00/78572.5 | 18s | 5s | $-16.55 | ENTRY_DELAY,SLIPPAGE |
| long | 16:00/78527 vs 16:00/78562.0 | 18:30/78665 vs 18:30/78589.5 | 15s | 5s | $-11.05 | ENTRY_DELAY,SLIPPAGE |
| short | 18:30/78573 vs 18:30/78605.0 | 21:00/78251 vs 21:00/78293.0 | 15s | 10s | $-1.0 | ENTRY_DELAY,EXIT_DELAY |
| long | 21:00/78251 vs 21:00/78250.0 | 22:00/78159 vs 22:00/78144.5 | 21s | 9s | $-1.35 | ENTRY_DELAY,EXIT_DELAY |
| short | 22:30/78067 vs 22:30/77968.0 | 23:30/78067 vs 23:30/78162.245 | 42s | 6s | $-19.42 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
